Date,Open,High,Low,Close,Adj Close,Volume
2023-04-27,183.16000366210938,185.9199981689453,181.77999877929688,185.85000610351562,184.11959838867188,281800
2023-04-28,186.17999267578125,189.75999450683594,186.17999267578125,188.5500030517578,186.79446411132812,280800
2023-05-01,188.22999572753906,192.4600067138672,187.7899932861328,192.11000061035156,190.32130432128906,567200
2023-05-02,190.67999267578125,191.77999877929688,188.00999450683594,190.0500030517578,188.28050231933594,364500
2023-05-03,192.00999450683594,192.0800018310547,187.22999572753906,187.67999267578125,185.93255615234375,396300
2023-05-04,190.47999572753906,190.47999572753906,186.77000427246094,188.8800048828125,187.12139892578125,476900
2023-05-05,190.1300048828125,190.55999755859375,186.02999877929688,189.17999267578125,187.41856384277344,508800
2023-05-08,188.41000366210938,189.47000122070312,185.33999633789062,188.97999572753906,187.22044372558594,432100
2023-05-09,186.69000244140625,187.5800018310547,185.22000122070312,187.1199951171875,185.3777618408203,509100
2023-05-10,188.52999877929688,190.07000732421875,187.07000732421875,189.38999938964844,187.6266326904297,591700
2023-05-11,199.49000549316406,211.67999267578125,198.11000061035156,208.0,206.0633544921875,1363600
2023-05-12,208.0,211.25999450683594,206.19000244140625,210.85000610351562,208.8868408203125,777600
2023-05-15,211.30999755859375,212.82000732421875,210.07000732421875,210.8300018310547,208.8670196533203,478900
2023-05-16,209.97999572753906,210.2899932861328,206.72999572753906,207.92999267578125,205.9940185546875,347800
2023-05-17,208.1199951171875,208.1199951171875,204.4199981689453,205.82000732421875,203.90367126464844,440200
2023-05-18,206.05999755859375,207.22000122070312,204.69000244140625,206.77000427246094,204.84483337402344,333200
2023-05-19,207.91000366210938,207.91000366210938,204.5500030517578,205.6999969482422,203.78477478027344,443500
2023-05-22,205.52000427246094,208.27000427246094,205.1199951171875,206.9199981689453,204.99342346191406,281200
2023-05-23,205.91000366210938,207.11000061035156,201.77000427246094,201.8800048828125,200.00035095214844,440600
2023-05-24,200.72000122070312,202.11000061035156,198.5800018310547,200.83999633789062,198.9700164794922,400600
2023-05-25,200.05999755859375,201.4600067138672,196.32000732421875,201.2100067138672,199.33660888671875,442000
2023-05-26,201.24000549316406,202.82000732421875,198.8300018310547,200.44000244140625,198.57376098632812,332700
2023-05-30,199.3300018310547,201.42999267578125,198.82000732421875,199.5500030517578,197.69203186035156,240500
2023-05-31,198.97000122070312,200.72999572753906,196.57000732421875,199.97000122070312,198.10812377929688,737100
2023-06-01,199.83999633789062,203.86000061035156,199.07000732421875,202.4199981689453,200.53530883789062,576800
2023-06-02,203.64999389648438,206.50999450683594,202.5800018310547,205.47000122070312,203.5569305419922,482000
2023-06-05,205.50999450683594,207.3300018310547,203.97999572753906,206.0500030517578,204.13153076171875,426800
2023-06-06,206.44000244140625,208.25999450683594,205.92999267578125,207.3000030517578,205.36988830566406,430400
2023-06-07,207.11000061035156,208.24000549316406,204.8300018310547,207.92999267578125,205.9940185546875,438800
2023-06-08,207.85000610351562,207.85000610351562,205.24000549316406,206.2100067138672,204.29002380371094,244100
2023-06-09,207.0399932861328,207.4499969482422,205.17999267578125,206.97999572753906,205.0528564453125,250300
2023-06-12,206.67999267578125,207.97000122070312,205.05999755859375,207.88999938964844,205.95437622070312,284600
2023-06-13,207.52000427246094,209.77000427246094,205.52999877929688,207.58999633789062,206.12318420410156,353300
2023-06-14,209.9600067138672,215.75,209.1300048828125,213.1199951171875,211.61410522460938,551000
2023-06-15,212.66000366210938,214.6699981689453,211.5399932861328,213.52999877929688,212.02120971679688,375400
