Date,Open,High,Low,Close,Adj Close,Volume
2023-04-27,68.05999755859375,70.43000030517578,67.83999633789062,70.4000015258789,70.4000015258789,1457700
2023-04-28,70.23999786376953,70.72000122070312,69.61000061035156,70.02999877929688,70.02999877929688,1308800
2023-05-01,70.08999633789062,70.94000244140625,69.66000366210938,70.4800033569336,70.4800033569336,1436300
2023-05-02,70.23999786376953,71.91999816894531,69.4800033569336,71.33000183105469,71.33000183105469,2274500
2023-05-03,71.30999755859375,72.87999725341797,70.61000061035156,70.66999816894531,70.66999816894531,1727600
2023-05-04,70.2699966430664,70.58000183105469,67.13999938964844,68.06999969482422,68.06999969482422,1960600
2023-05-05,69.25,71.30999755859375,68.98999786376953,70.61000061035156,70.61000061035156,1422200
2023-05-08,71.16000366210938,73.0199966430664,70.45999908447266,72.75,72.75,1709600
2023-05-09,71.80000305175781,72.97000122070312,71.37000274658203,72.52999877929688,72.52999877929688,1497900
2023-05-10,73.63999938964844,74.1500015258789,72.13999938964844,73.41000366210938,73.41000366210938,1666800
2023-05-11,73.25,73.55000305175781,71.11000061035156,72.2699966430664,72.2699966430664,995800
2023-05-12,73.0,73.25,70.25,71.16000366210938,71.16000366210938,919200
2023-05-15,71.06999969482422,71.94000244140625,70.26000213623047,71.69999694824219,71.69999694824219,1324800
2023-05-16,71.58999633789062,71.58999633789062,68.97000122070312,69.05999755859375,69.05999755859375,1276900
2023-05-17,69.55000305175781,72.44000244140625,69.30000305175781,71.94999694824219,71.94999694824219,1383500
2023-05-18,71.41000366210938,73.26000213623047,71.05999755859375,73.12999725341797,73.12999725341797,944200
2023-05-19,73.05999755859375,73.05999755859375,70.75,71.75,71.75,1183500
2023-05-22,71.91999816894531,72.43000030517578,71.25,72.20999908447266,72.20999908447266,949700
2023-05-23,71.80999755859375,73.83000183105469,71.55000305175781,71.9800033569336,71.9800033569336,1664000
2023-05-24,71.3499984741211,71.73999786376953,69.0999984741211,70.1500015258789,70.1500015258789,1344700
2023-05-25,70.12999725341797,71.62999725341797,70.0,71.0199966430664,71.0199966430664,937900
2023-05-26,71.23999786376953,72.86000061035156,70.80000305175781,72.4800033569336,72.4800033569336,935100
2023-05-30,73.16000366210938,74.4800033569336,72.63999938964844,73.95999908447266,73.95999908447266,1206300
2023-05-31,72.19999694824219,73.0199966430664,70.63999938964844,72.20999908447266,72.20999908447266,1721800
2023-06-01,72.48999786376953,72.56999969482422,71.13999938964844,71.80999755859375,71.80999755859375,1374500
2023-06-02,72.81999969482422,74.8499984741211,72.45999908447266,74.66000366210938,74.66000366210938,2017000
2023-06-05,74.66000366210938,75.72000122070312,73.5,75.26000213623047,75.26000213623047,1262500
2023-06-06,74.93000030517578,79.4000015258789,74.93000030517578,79.08000183105469,79.08000183105469,2781700
2023-06-07,80.0,81.12999725341797,78.72000122070312,79.12999725341797,79.12999725341797,2772400
2023-06-08,80.05000305175781,80.4800033569336,78.58000183105469,79.88999938964844,79.88999938964844,1379000
2023-06-09,80.37000274658203,80.70999908447266,78.30999755859375,78.80999755859375,78.80999755859375,1172200
2023-06-12,78.41000366210938,80.05000305175781,77.66999816894531,79.52999877929688,79.52999877929688,1327700
2023-06-13,80.19999694824219,81.22000122070312,80.13999938964844,80.61000061035156,80.61000061035156,1281200
2023-06-14,80.80000305175781,81.75,79.0999984741211,79.69999694824219,79.69999694824219,1325200
2023-06-15,78.70999908447266,81.13999938964844,78.62000274658203,80.8499984741211,80.8499984741211,1078700
2023-06-16,81.16000366210938,81.36000061035156,79.25,79.62999725341797,79.62999725341797,2315900
2023-06-20,79.31999969482422,80.16000366210938,78.37000274658203,78.58999633789062,78.58999633789062,1622800
2023-06-21,78.38999938964844,79.05999755859375,77.2699966430664,78.30000305175781,78.30000305175781,1706300
2023-06-22,77.97000122070312,78.68000030517578,77.02999877929688,78.31999969482422,78.31999969482422,2525800
2023-06-23,84.20999908447266,87.05999755859375,83.5,86.20999908447266,86.20999908447266,14440900
2023-06-26,86.41000366210938,86.5199966430664,80.95999908447266,81.25,81.25,4005500
2023-06-27,81.72000122070312,82.73999786376953,80.62000274658203,82.41999816894531,82.41999816894531,2283500
2023-06-28,82.41999816894531,85.08999633789062,82.11000061035156,84.37000274658203,84.37000274658203,4015300
2023-06-29,84.33000183105469,85.20999908447266,83.87000274658203,84.33999633789062,84.33999633789062,1731400
2023-06-30,85.30000305175781,85.66999816894531,83.33999633789062,83.69999694824219,83.69999694824219,1970000
2023-07-03,83.08999633789062,84.0,81.94000244140625,82.16000366210938,82.16000366210938,934100
2023-07-05,82.16999816894531,82.72000122070312,81.5,82.23999786376953,82.23999786376953,1415100
2023-07-06,81.33000183105469,81.66000366210938,80.37000274658203,81.02999877929688,81.02999877929688,1616500
2023-07-07,80.94999694824219,82.37000274658203,80.8499984741211,81.38999938964844,81.38999938964844,1570200
2023-07-10,81.08999633789062,83.26000213623047,81.0,82.6500015258789,82.6500015258789,1518100
2023-07-11,83.37000274658203,85.43000030517578,83.26000213623047,84.31999969482422,84.31999969482422,1551700
2023-07-12,85.08999633789062,85.4000015258789,83.69000244140625,84.19999694824219,84.19999694824219,1139900
2023-07-13,84.05000305175781,84.69000244140625,83.23999786376953,83.41999816894531,83.41999816894531,1182600
2023-07-14,84.2300033569336,84.94999694824219,83.01000213623047,83.4000015258789,83.4000015258789,898800
2023-07-17,83.22000122070312,84.5,82.73999786376953,83.69000244140625,83.69000244140625,1126500
2023-07-18,83.44999694824219,86.55999755859375,83.25,85.80999755859375,85.80999755859375,1452200
2023-07-19,87.5,87.5,85.01000213623047,85.13999938964844,85.13999938964844,1273100
2023-07-20,85.01000213623047,85.37000274658203,83.51000213623047,84.95999908447266,84.95999908447266,1129200
2023-07-21,85.5,85.5,81.5,83.27999877929688,83.27999877929688,1931000
2023-07-24,83.43000030517578,84.43000030517578,82.66000366210938,83.79000091552734,83.79000091552734,1236100
2023-07-25,83.37000274658203,83.83000183105469,81.27999877929688,81.80000305175781,81.80000305175781,1371500
2023-07-26,82.16999816894531,83.38999938964844,81.3499984741211,83.01000213623047,83.01000213623047,908900
2023-07-27,83.55999755859375,84.30000305175781,81.8499984741211,82.05999755859375,82.05999755859375,901500
