Date,Open,High,Low,Close,Adj Close,Volume
2023-04-27,194.1699981689453,197.50999450683594,193.27000427246094,195.94000244140625,195.68438720703125,4794400
2023-04-28,196.14999389648438,198.64999389648438,195.27000427246094,198.3699951171875,198.1112060546875,4094600
2023-05-01,197.75999450683594,199.0500030517578,197.1199951171875,197.7899932861328,197.53196716308594,2882900
2023-05-02,198.02000427246094,198.41000366210938,192.92999267578125,193.83999633789062,193.5871124267578,6051000
2023-05-03,194.2100067138672,195.7899932861328,192.55999755859375,192.61000061035156,192.35873413085938,3779900
2023-05-04,191.89999389648438,194.55999755859375,190.75999450683594,192.3800048828125,192.1290283203125,4386500
2023-05-05,193.9499969482422,198.11000061035156,193.25,197.58999633789062,197.3322296142578,4282800
2023-05-08,198.72000122070312,200.5,196.0800018310547,197.89999389648438,197.64181518554688,4169400
2023-05-09,196.77999877929688,203.8000030517578,196.77999877929688,201.17999267578125,200.91754150390625,6996800
2023-05-10,204.94000244140625,206.27999877929688,203.0399932861328,204.85000610351562,204.582763671875,6535600
2023-05-11,202.91000366210938,203.8000030517578,198.5500030517578,203.47000122070312,203.20455932617188,5366300
2023-05-12,203.42999267578125,203.9600067138672,200.1300048828125,201.80999755859375,201.54672241210938,4733000
2023-05-15,203.75,205.39999389648438,202.47999572753906,203.3300018310547,203.0647430419922,4518200
2023-05-16,201.92999267578125,205.6699981689453,201.75,204.55999755859375,204.2931365966797,4423200
2023-05-17,206.5,209.49000549316406,204.8000030517578,209.3800048828125,209.1068572998047,5772200
2023-05-18,209.5,213.8800048828125,209.3300018310547,213.32000732421875,213.04171752929688,5165500
2023-05-19,212.9600067138672,213.24000549316406,209.92999267578125,210.36000061035156,210.0855712890625,6090800
2023-05-22,209.1699981689453,212.82000732421875,209.0399932861328,210.25999450683594,209.98570251464844,3890800
2023-05-23,207.74000549316406,209.63999938964844,206.47000122070312,206.63999938964844,206.37042236328125,4256800
2023-05-24,206.0399932861328,210.2100067138672,205.4199981689453,209.05999755859375,208.78726196289062,4894000
2023-05-25,212.02000427246094,212.3300018310547,208.44000244140625,209.91000366210938,209.63616943359375,6496700
2023-05-26,212.8000030517578,216.14999389648438,212.5500030517578,215.44000244140625,215.15895080566406,6933300
2023-05-30,219.27000427246094,222.13999938964844,215.72999572753906,218.8699951171875,218.58445739746094,10421000
2023-05-31,219.5500030517578,225.0,217.05999755859375,223.3800048828125,223.08859252929688,19624000
2023-06-01,208.22000122070312,215.36000061035156,206.05999755859375,212.89999389648438,212.62225341796875,20907400
2023-06-02,212.89999389648438,216.13999938964844,210.42999267578125,213.02999877929688,212.75209045410156,11023500
2023-06-05,210.47000122070312,212.32000732421875,207.05999755859375,209.86000061035156,209.5862274169922,7804400
2023-06-06,208.5500030517578,213.39999389648438,208.3699951171875,212.85000610351562,212.57232666015625,6796000
2023-06-07,214.8800048828125,216.66000366210938,204.77999877929688,205.72999572753906,205.46160888671875,9323900
2023-06-08,205.3800048828125,210.3800048828125,204.85000610351562,209.52999877929688,209.25665283203125,5548600
2023-06-09,210.69000244140625,218.66000366210938,210.69000244140625,215.30999755859375,215.02911376953125,7676700
2023-06-12,216.14999389648438,220.38999938964844,212.13999938964844,213.69000244140625,213.41122436523438,11568300
2023-06-13,215.5,216.22999572753906,207.9199981689453,208.97999572753906,208.70736694335938,11698900
2023-06-14,207.6999969482422,211.7100067138672,205.02000427246094,209.39999389648438,209.12681579589844,8963400
2023-06-15,207.9499969482422,213.3300018310547,207.3699951171875,211.9199981689453,211.64353942871094,7905400
2023-06-16,213.5399932861328,213.64999389648438,210.60000610351562,211.75999450683594,211.48373413085938,13671200
2023-06-20,208.64999389648438,217.0500030517578,208.61000061035156,216.97000122070312,216.68695068359375,9522900
2023-06-21,216.52000427246094,217.8000030517578,208.07000732421875,209.58999633789062,209.3165740966797,7971600
2023-06-22,209.6300048828125,213.9600067138672,209.08999633789062,213.2899932861328,213.01174926757812,5689800
2023-06-23,210.5,211.0,208.07000732421875,210.08999633789062,209.81591796875,14017200
2023-06-26,209.02000427246094,211.75,207.35000610351562,207.36000061035156,207.08949279785156,4771500
2023-06-27,208.13999938964844,210.47999572753906,207.52000427246094,208.82000732421875,208.54759216308594,4014800
2023-06-28,208.41000366210938,212.1999969482422,207.60000610351562,212.1699981689453,211.89320373535156,4775900
2023-06-29,211.89999389648438,212.64999389648438,209.72000122070312,210.42999267578125,210.1554718017578,3838300
2023-06-30,211.86000061035156,213.85000610351562,210.9600067138672,211.25999450683594,210.98439025878906,5983800
2023-07-03,210.57000732421875,211.9600067138672,209.9199981689453,211.64999389648438,211.37388610839844,2400000
2023-07-05,210.49000549316406,214.6199951171875,210.08999633789062,213.82000732421875,213.5410614013672,5069300
2023-07-06,211.1999969482422,212.5,207.8300018310547,210.13999938964844,209.86585998535156,4250900
2023-07-07,209.77000427246094,212.11000061035156,209.27999877929688,209.58999633789062,209.3165740966797,3020800
2023-07-10,209.0,212.8699951171875,208.32000732421875,212.80999755859375,212.53237915039062,3820100
2023-07-11,222.05999755859375,222.35000610351562,217.24000549316406,221.1699981689453,220.8814697265625,10030500
2023-07-12,221.89999389648438,228.08999633789062,221.61000061035156,227.27999877929688,226.98348999023438,8923500
2023-07-13,228.25999450683594,230.9600067138672,227.60000610351562,230.3699951171875,230.0694580078125,5800300
2023-07-14,229.6999969482422,232.1999969482422,228.14999389648438,229.3300018310547,229.03082275390625,4274700
2023-07-17,229.24000549316406,230.27999877929688,227.80999755859375,228.0,227.7025604248047,3557900
2023-07-18,227.0500030517578,229.6199951171875,225.47000122070312,227.6300048828125,227.3330535888672,5094200
2023-07-19,233.97999572753906,238.22000122070312,231.22999572753906,234.3699951171875,234.06423950195312,8516300
2023-07-20,231.10000610351562,233.5,227.32000732421875,228.16000366210938,227.8623504638672,5303000
2023-07-21,230.0,230.80999755859375,227.2899932861328,228.05999755859375,227.76248168945312,3527800
2023-07-24,227.25999450683594,227.58999633789062,223.5399932861328,225.66000366210938,225.36561584472656,5363200
2023-07-25,225.8800048828125,227.52000427246094,225.19000244140625,226.02999877929688,225.73512268066406,3203700
2023-07-26,224.4600067138672,227.50999450683594,223.1199951171875,225.5800018310547,225.2857208251953,4856700
2023-07-27,228.0399932861328,230.13999938964844,224.00999450683594,225.14999389648438,224.8562774658203,4299600
2023-07-28,226.0,227.30999755859375,223.97999572753906,225.60000610351562,225.30569458007812,4238700
2023-07-31,222.35000610351562,225.3800048828125,221.75,225.00999450683594,224.71646118164062,5571900
2023-08-01,223.88999938964844,224.80999755859375,221.6300048828125,224.27000427246094,223.97743225097656,4212600
2023-08-02,221.97999572753906,222.85000610351562,218.8000030517578,220.5,220.21234130859375,5127000
2023-08-03,216.1999969482422,218.2100067138672,214.60000610351562,215.55999755859375,215.27877807617188,5515200
2023-08-04,216.41000366210938,217.25,213.07000732421875,214.58999633789062,214.31004333496094,4799800
2023-08-07,215.30999755859375,216.88999938964844,214.3699951171875,216.05999755859375,215.77813720703125,3615200
2023-08-08,213.5500030517578,214.19000244140625,211.13999938964844,211.5800018310547,211.30398559570312,4843800
2023-08-09,211.64999389648438,211.66000366210938,204.91000366210938,205.86000061035156,205.59144592285156,7847500
2023-08-10,208.17999267578125,210.33999633789062,206.44000244140625,208.25,207.9783172607422,4004700
2023-08-11,206.1300048828125,209.5,205.5,208.6999969482422,208.427734375,2930000
2023-08-14,207.89999389648438,212.10000610351562,207.1199951171875,212.05999755859375,211.78335571289062,3304700
2023-08-15,210.3300018310547,212.3699951171875,207.83999633789062,208.77999877929688,208.50762939453125,4076400
2023-08-16,208.0,209.69000244140625,206.9499969482422,206.99000549316406,206.719970703125,2759600
2023-08-17,206.57000732421875,206.92999267578125,203.38999938964844,203.83999633789062,203.57406616210938,4062700
2023-08-18,200.97000122070312,205.5,200.1999969482422,204.8300018310547,204.5627899169922,4266200
2023-08-21,206.0,209.4199981689453,204.22000122070312,209.02999877929688,208.75730895996094,4023300
2023-08-22,209.85000610351562,210.11000061035156,206.0,206.75999450683594,206.49026489257812,3153600
2023-08-23,208.0,210.99000549316406,207.13999938964844,209.1300048828125,208.857177734375,3833200
2023-08-24,211.00999450683594,211.99000549316406,205.44000244140625,205.50999450683594,205.2418975830078,3960300
2023-08-25,205.50999450683594,210.7899932861328,205.47999572753906,209.47000122070312,209.1967315673828,3068800
2023-08-28,210.4499969482422,213.47999572753906,209.63999938964844,211.72000122070312,211.4438018798828,4086900
2023-08-29,206.75,212.4600067138672,206.52000427246094,211.9600067138672,211.68348693847656,5850400
2023-08-30,211.77000427246094,215.58999633789062,209.42999267578125,215.0399932861328,214.75946044921875,9946000
2023-08-31,228.0,228.7899932861328,221.1999969482422,221.4600067138672,221.1710968017578,19268400
2023-09-01,223.5,223.97000122070312,220.52000427246094,221.52999877929688,221.24099731445312,5597100
2023-09-05,219.3300018310547,220.32000732421875,217.61000061035156,218.69000244140625,218.4047088623047,5807300
2023-09-06,219.47000122070312,222.2100067138672,219.02000427246094,221.6199951171875,221.33087158203125,5066700
2023-09-07,219.77000427246094,222.72999572753906,219.30999755859375,222.52999877929688,222.2397003173828,4201900
2023-09-08,223.32000732421875,225.47000122070312,222.86000061035156,224.75999450683594,224.46678161621094,4578900
2023-09-11,226.00999450683594,226.8300018310547,222.7899932861328,225.30999755859375,225.0160675048828,4418000
2023-09-12,223.4499969482422,224.7899932861328,221.25999450683594,221.66000366210938,221.37083435058594,4002300
2023-09-13,221.17999267578125,221.86000061035156,218.3000030517578,218.8000030517578,218.51455688476562,4173600
2023-09-14,219.4199981689453,220.57000732421875,218.33999633789062,218.77999877929688,218.4945831298828,4297200
2023-09-15,218.8699951171875,219.19000244140625,213.4600067138672,214.61000061035156,214.3300323486328,9930200
2023-09-18,214.55999755859375,216.3800048828125,214.17999267578125,215.0,214.71951293945312,4279400
2023-09-19,214.38999938964844,216.05999755859375,212.25999450683594,215.6999969482422,215.41859436035156,4001500
2023-09-20,215.1999969482422,217.17999267578125,212.9199981689453,213.02999877929688,212.75209045410156,2990900
2023-09-21,209.8000030517578,211.88999938964844,208.07000732421875,208.61000061035156,208.33786010742188,4957300
2023-09-22,209.30999755859375,209.72000122070312,205.8800048828125,206.42999267578125,206.1606903076172,3848300
2023-09-25,205.0,206.52999877929688,203.8699951171875,206.33999633789062,206.07081604003906,4067300
2023-09-26,205.47000122070312,206.44000244140625,201.27999877929688,202.49000549316406,202.22584533691406,5404500
2023-09-27,202.99000549316406,203.92999267578125,200.94000244140625,202.72999572753906,202.46551513671875,4123800
2023-09-28,200.75999450683594,205.14999389648438,199.5500030517578,203.1999969482422,202.93490600585938,4344000
2023-09-29,205.0800018310547,207.7899932861328,202.10000610351562,202.77999877929688,202.5154571533203,4404700
2023-10-02,200.8000030517578,205.11000061035156,200.52000427246094,203.7100067138672,203.4442596435547,3745700
2023-10-03,202.75,203.57000732421875,197.4199981689453,199.8300018310547,199.56930541992188,4622400
2023-10-04,200.8800048828125,202.74000549316406,199.50999450683594,201.8699951171875,201.6066436767578,3656400
2023-10-05,202.0,202.14999389648438,198.49000549316406,202.00999450683594,201.7464599609375,3592600
